alert_id,alert_timestamp,source_system,alert_type,severity,assigned_analyst,asset_id,status,time_to_triage_minutes,false_positive
ALT-101716,2026-04-17 15:44:00,SIEM,Privilege Escalation Attempt,Low,Analyst_01,AST-00687,Closed,1010.9,False
ALT-101382,2026-04-17 15:47:00,Firewall,Blocked Outbound C2 Traffic,Medium,Analyst_01,AST-00602,Closed,447.2,True
ALT-108768,2026-04-17 15:48:00,EDR,Unsigned Binary Execution,High,Analyst_05,AST-00435,Closed,99.0,True
ALT-102864,2026-04-17 15:51:00,SIEM,Anomalous Login Pattern,Low,Analyst_04,AST-00594,Closed,6105.2,False
ALT-100498,2026-04-17 15:54:00,SIEM,Lateral Movement Indicator,Low,Analyst_08,AST-00405,In Progress,2010.8,True
ALT-111982,2026-04-17 15:54:00,SIEM,Privilege Escalation Attempt,Medium,Analyst_06,AST-00472,Closed,545.3,True
ALT-103581,2026-04-17 15:56:00,Email Gateway,Spoofed Sender Domain,Critical,Analyst_08,AST-00440,Closed,11.8,False
ALT-101717,2026-04-17 15:59:00,Email Gateway,Spoofed Sender Domain,Medium,Analyst_04,AST-00374,Closed,145.1,False
ALT-110947,2026-04-17 16:02:00,SIEM,Lateral Movement Indicator,High,Analyst_10,AST-00449,Closed,91.4,False
ALT-106434,2026-04-17 16:07:00,Email Gateway,Phishing Attempt,Medium,Analyst_11,AST-00335,Closed,2870.1,True
ALT-106834,2026-04-17 16:12:00,EDR,Unsigned Binary Execution,Critical,Analyst_06,AST-00183,Closed,27.5,False
ALT-100088,2026-04-17 16:13:00,Firewall,Blocked Outbound C2 Traffic,Medium,Analyst_02,AST-00239,Closed,1042.8,False
ALT-109221,2026-04-17 16:16:00,EDR,Unsigned Binary Execution,High,Analyst_08,AST-00224,Closed,14.7,False
ALT-102889,2026-04-17 16:17:00,SIEM,Brute Force Attempt,High,Analyst_06,AST-00704,Closed,102.0,False
ALT-106886,2026-04-17 16:18:00,Firewall,Blocked Outbound C2 Traffic,Low,Analyst_04,AST-00011,Closed,3472.5,True
ALT-111011,2026-04-17 16:18:00,Email Gateway,Phishing Attempt,Low,Analyst_10,AST-00243,Closed,18447.5,False
ALT-100017,2026-04-17 16:19:00,Firewall,Unusual Outbound Data Volume,Medium,Analyst_14,AST-00057,Closed,646.4,False
ALT-107490,2026-04-17 16:38:00,SIEM,Privilege Escalation Attempt,High,Analyst_02,AST-00144,Closed,119.5,True
ALT-111158,2026-04-17 16:44:00,EDR,Suspicious Process Execution,Low,Analyst_11,AST-00258,Closed,1364.1,False
ALT-103460,2026-04-17 16:52:00,EDR,Suspicious Process Execution,Medium,Analyst_02,AST-00648,Closed,294.2,False
ALT-111919,2026-04-17 17:21:00,EDR,Suspicious Process Execution,Low,Analyst_01,AST-00451,Closed,2173.8,False
ALT-110054,2026-04-17 17:24:00,EDR,Ransomware Behavior Pattern,Low,Analyst_07,AST-00685,Closed,11937.4,True
ALT-102613,2026-04-17 17:36:00,Email Gateway,Spoofed Sender Domain,Low,Analyst_13,AST-00185,Closed,571.9,False
ALT-104305,2026-04-17 17:55:00,EDR,Unsigned Binary Execution,Medium,Analyst_14,AST-00266,Closed,616.7,False
ALT-104973,2026-04-17 18:01:00,EDR,Unsigned Binary Execution,Low,Analyst_04,AST-00421,Closed,713.1,False
ALT-108344,2026-04-17 18:04:00,SIEM,Brute Force Attempt,Low,Analyst_06,AST-00112,Closed,16411.9,True
ALT-100902,2026-04-17 18:10:00,SIEM,Brute Force Attempt,Medium,Analyst_12,AST-00465,Closed,229.1,False
ALT-105044,2026-04-17 18:12:00,EDR,Unsigned Binary Execution,Medium,Analyst_10,AST-00197,Closed,793.2,True
ALT-106164,2026-04-17 18:42:00,Firewall,Unusual Outbound Data Volume,Medium,Analyst_11,AST-00634,Closed,2080.1,True
ALT-105906,2026-04-17 18:59:00,EDR,Suspicious Process Execution,High,Analyst_08,AST-00304,Closed,67.3,False
ALT-104871,2026-04-17 19:45:00,Firewall,Blocked Known-Bad IP,Low,Analyst_06,AST-00321,Closed,3890.6,False
ALT-104608,2026-04-17 19:49:00,SIEM,Privilege Escalation Attempt,Medium,Analyst_07,AST-00457,Closed,531.1,False
ALT-100534,2026-04-17 20:20:00,EDR,Suspicious Process Execution,Low,Analyst_03,AST-00127,Closed,150.1,False
ALT-108949,2026-04-17 20:22:00,EDR,Suspicious Process Execution,Medium,Analyst_08,AST-00792,Closed,1683.5,False
ALT-110784,2026-04-17 20:29:00,EDR,Credential Dumping Indicator,Low,Analyst_07,AST-00790,Closed,2221.1,False
ALT-108039,2026-04-17 20:34:00,Email Gateway,Spoofed Sender Domain,Low,Analyst_04,AST-00477,Closed,828.2,False
ALT-107844,2026-04-17 20:41:00,SIEM,Lateral Movement Indicator,High,Analyst_12,AST-00229,Closed,66.2,False
ALT-104467,2026-04-17 20:53:00,Email Gateway,Spoofed Sender Domain,Medium,Analyst_08,AST-00221,Closed,336.8,False
ALT-111554,2026-04-17 21:07:00,Firewall,Blocked Known-Bad IP,Medium,Analyst_04,AST-00033,Closed,352.2,True
ALT-107728,2026-04-17 21:07:00,Firewall,Blocked Outbound C2 Traffic,High,Analyst_09,AST-00499,Closed,17.4,False
ALT-101868,2026-04-17 21:25:00,Cloud Access Security (CASB),Impossible Travel Login,Critical,Analyst_14,AST-00178,Closed,33.5,False
ALT-110517,2026-04-17 21:27:00,EDR,Unsigned Binary Execution,Medium,Analyst_13,AST-00137,Closed,2475.0,True
ALT-109580,2026-04-17 21:34:00,SIEM,Lateral Movement Indicator,Low,Analyst_01,AST-00305,Closed,190.5,False
ALT-110951,2026-04-17 22:46:00,SIEM,Brute Force Attempt,High,Analyst_05,AST-00740,Closed,40.4,False
ALT-110311,2026-04-17 23:05:00,SIEM,Lateral Movement Indicator,Low,Analyst_01,AST-00741,Closed,580.1,False
ALT-100033,2026-04-17 23:09:00,Firewall,Port Scan Detected,Medium,Analyst_04,AST-00627,Closed,1007.0,True
ALT-106177,2026-04-18 01:14:00,EDR,Credential Dumping Indicator,High,Analyst_14,AST-00015,Closed,189.5,False
ALT-110936,2026-04-18 02:04:00,EDR,Ransomware Behavior Pattern,Medium,Analyst_05,AST-00482,Closed,1268.3,True
ALT-103557,2026-04-18 02:18:00,Email Gateway,Spoofed Sender Domain,High,Analyst_06,AST-00026,Closed,194.3,False
ALT-106969,2026-04-18 02:49:00,EDR,Unsigned Binary Execution,Medium,Analyst_05,AST-00357,Closed,129.9,True
ALT-102190,2026-04-18 02:54:00,Email Gateway,Spoofed Sender Domain,Medium,Analyst_09,AST-00356,Closed,1273.7,True
ALT-105089,2026-04-18 04:53:00,Email Gateway,Phishing Attempt,High,Analyst_11,AST-00780,Closed,68.5,False
ALT-106202,2026-04-18 05:30:00,SIEM,Privilege Escalation Attempt,Medium,Analyst_05,AST-00743,Closed,216.2,True
ALT-101376,2026-04-18 05:31:00,SIEM,Lateral Movement Indicator,Low,Analyst_04,AST-00552,Closed,93.6,False
ALT-101085,2026-04-18 06:05:00,SIEM,Brute Force Attempt,Low,Analyst_14,AST-00323,Closed,1685.4,True
ALT-109610,2026-04-18 06:05:00,SIEM,Lateral Movement Indicator,Medium,Analyst_01,AST-00165,Closed,188.0,False
ALT-109362,2026-04-18 06:35:00,Cloud Access Security (CASB),Anomalous Data Download Volume,Critical,Analyst_07,AST-00740,Closed,33.3,False
ALT-102587,2026-04-18 07:05:00,EDR,Unsigned Binary Execution,High,Analyst_13,AST-00556,Closed,42.5,False
ALT-110240,2026-04-18 07:17:00,SIEM,Brute Force Attempt,Medium,Analyst_02,AST-00265,Closed,272.1,False
ALT-104592,2026-04-18 07:28:00,Firewall,Unusual Outbound Data Volume,High,Analyst_07,AST-00497,Closed,102.4,False
ALT-109267,2026-04-18 07:31:00,Firewall,Blocked Outbound C2 Traffic,High,Analyst_07,AST-00713,Closed,32.0,False
ALT-108519,2026-04-18 07:45:00,Firewall,Blocked Known-Bad IP,High,Analyst_09,AST-00684,Closed,124.5,False
ALT-100131,2026-04-18 08:00:00,SIEM,Lateral Movement Indicator,High,Analyst_13,AST-00061,Closed,517.2,False
ALT-109682,2026-04-18 08:07:00,EDR,Suspicious Process Execution,High,Analyst_12,AST-00311,Closed,177.7,False
ALT-101181,2026-04-18 08:13:00,IDS/IPS,Malware Signature Match,Low,Analyst_13,AST-00156,Closed,1139.3,False
ALT-100884,2026-04-18 08:22:00,EDR,Ransomware Behavior Pattern,Medium,Analyst_01,AST-00348,Closed,352.3,False
ALT-109114,2026-04-18 08:33:00,Cloud Access Security (CASB),Anomalous Data Download Volume,Low,Analyst_09,AST-00138,Closed,1892.5,True
ALT-105344,2026-04-18 08:36:00,Firewall,Unusual Outbound Data Volume,Medium,Analyst_02,AST-00356,Closed,194.4,True
ALT-104640,2026-04-18 08:40:00,EDR,Unsigned Binary Execution,Medium,Analyst_04,AST-00277,Closed,318.1,True
ALT-110499,2026-04-18 08:41:00,IDS/IPS,Protocol Anomaly,Low,Analyst_11,AST-00499,Closed,3507.8,True
ALT-108332,2026-04-18 08:44:00,Cloud Access Security (CASB),Anomalous Data Download Volume,Medium,Analyst_01,AST-00333,Closed,428.7,False
ALT-109027,2026-04-18 09:00:00,Firewall,Unusual Outbound Data Volume,High,Analyst_06,AST-00561,Closed,569.7,False
ALT-104647,2026-04-18 09:11:00,Email Gateway,Phishing Attempt,Medium,Analyst_02,AST-00415,Closed,775.8,False
ALT-102571,2026-04-18 09:11:00,Email Gateway,Spoofed Sender Domain,High,Analyst_05,AST-00471,Closed,101.8,False
ALT-109253,2026-04-18 09:23:00,Email Gateway,Malicious Attachment,Low,Analyst_09,AST-00276,Closed,2830.6,True
ALT-109422,2026-04-18 09:28:00,Email Gateway,Malicious Attachment,Low,Analyst_06,AST-00459,Closed,888.8,True
ALT-108393,2026-04-18 09:47:00,Email Gateway,Phishing Attempt,Low,Analyst_03,AST-00737,Closed,896.2,False
ALT-102355,2026-04-18 10:00:00,Email Gateway,Malicious Attachment,Low,Analyst_11,AST-00794,Closed,332.0,False
ALT-105689,2026-04-18 10:01:00,EDR,Ransomware Behavior Pattern,Medium,Analyst_14,AST-00407,Closed,103.6,False
ALT-110009,2026-04-18 10:10:00,SIEM,Brute Force Attempt,Low,Analyst_10,AST-00092,Closed,819.8,True
ALT-104831,2026-04-18 10:18:00,SIEM,Privilege Escalation Attempt,Critical,Analyst_03,AST-00647,Closed,10.7,False
ALT-100231,2026-04-18 10:23:00,Email Gateway,Business Email Compromise Indicator,Low,Analyst_01,AST-00465,Closed,1348.1,False
ALT-109344,2026-04-18 10:26:00,SIEM,Brute Force Attempt,Low,Analyst_01,AST-00050,Closed,4930.3,True
ALT-105602,2026-04-18 10:29:00,SIEM,Brute Force Attempt,Critical,Analyst_11,AST-00301,Closed,48.7,False
ALT-109923,2026-04-18 10:37:00,SIEM,Brute Force Attempt,Medium,Analyst_13,AST-00248,Closed,328.7,True
ALT-104435,2026-04-18 10:40:00,EDR,Unsigned Binary Execution,High,Analyst_12,AST-00353,Closed,68.0,False
ALT-110425,2026-04-18 10:41:00,SIEM,Lateral Movement Indicator,Low,Analyst_09,AST-00092,Closed,2881.4,True
ALT-100007,2026-04-18 10:42:00,SIEM,Lateral Movement Indicator,Low,Analyst_13,AST-00285,Closed,826.4,False
ALT-101745,2026-04-18 10:46:00,SIEM,Privilege Escalation Attempt,Low,Analyst_05,AST-00112,Closed,910.6,True
ALT-110007,2026-04-18 10:55:00,Email Gateway,Phishing Attempt,Medium,Analyst_05,AST-00241,Closed,427.4,False
ALT-103619,2026-04-18 10:59:00,Email Gateway,Spoofed Sender Domain,Medium,Analyst_11,AST-00464,Closed,235.6,False
ALT-107775,2026-04-18 10:59:00,EDR,Suspicious Process Execution,Medium,Analyst_08,AST-00250,Closed,5961.8,False
ALT-100047,2026-04-18 11:06:00,IDS/IPS,Exploit Attempt Signature Match,Low,Analyst_06,AST-00421,Closed,1766.3,True
ALT-104510,2026-04-18 11:06:00,SIEM,Brute Force Attempt,Medium,Analyst_04,AST-00512,Closed,584.6,False
ALT-107677,2026-04-18 11:12:00,Cloud Access Security (CASB),Unsanctioned App Access,Medium,Analyst_01,AST-00030,Closed,4650.3,False
ALT-111341,2026-04-18 11:22:00,Email Gateway,Spoofed Sender Domain,Medium,Analyst_10,AST-00083,Closed,673.5,False
ALT-100671,2026-04-18 11:23:00,SIEM,Anomalous Login Pattern,Medium,Analyst_11,AST-00770,Closed,1033.7,False
ALT-102888,2026-04-18 11:24:00,SIEM,Brute Force Attempt,Medium,Analyst_07,AST-00162,Closed,498.0,False
ALT-107761,2026-04-18 11:30:00,EDR,Ransomware Behavior Pattern,Low,Analyst_08,AST-00632,Closed,503.7,True
ALT-102759,2026-04-18 11:35:00,Firewall,Blocked Outbound C2 Traffic,Low,Analyst_07,AST-00508,Closed,1014.7,True
ALT-101601,2026-04-18 11:37:00,SIEM,Privilege Escalation Attempt,High,Analyst_01,AST-00695,Closed,80.4,False
ALT-111404,2026-04-18 11:54:00,IDS/IPS,Protocol Anomaly,Low,Analyst_05,AST-00040,Closed,4147.6,False
ALT-105476,2026-04-18 11:58:00,IDS/IPS,Malware Signature Match,Low,Analyst_12,AST-00188,In Progress,3740.7,True
ALT-100246,2026-04-18 12:03:00,Cloud Access Security (CASB),Impossible Travel Login,Medium,Analyst_14,AST-00481,Closed,858.4,False
ALT-101500,2026-04-18 12:03:00,EDR,Ransomware Behavior Pattern,Medium,Analyst_10,AST-00483,Closed,204.3,False
ALT-108135,2026-04-18 12:07:00,SIEM,Brute Force Attempt,Medium,Analyst_13,AST-00285,Closed,703.5,False
ALT-106345,2026-04-18 12:09:00,Email Gateway,Phishing Attempt,Medium,Analyst_08,AST-00081,Closed,807.1,False
ALT-111127,2026-04-18 12:35:00,EDR,Credential Dumping Indicator,Medium,Analyst_07,AST-00709,Closed,513.3,True
ALT-106710,2026-04-18 12:42:00,Email Gateway,Spoofed Sender Domain,High,Analyst_14,AST-00093,Closed,200.9,True
ALT-106818,2026-04-18 12:49:00,Email Gateway,Malicious Attachment,High,Analyst_06,AST-00348,Closed,88.1,False
ALT-108454,2026-04-18 12:52:00,Firewall,Blocked Known-Bad IP,High,Analyst_09,AST-00457,Closed,165.4,False
ALT-103695,2026-04-18 12:57:00,Email Gateway,Phishing Attempt,Medium,Analyst_08,AST-00606,Closed,175.1,False
ALT-102982,2026-04-18 12:59:00,SIEM,Anomalous Login Pattern,Medium,Analyst_07,AST-00346,Closed,457.8,False
ALT-107695,2026-04-18 13:05:00,IDS/IPS,Exploit Attempt Signature Match,Low,Analyst_06,AST-00244,Closed,744.9,True
ALT-103456,2026-04-18 13:10:00,EDR,Ransomware Behavior Pattern,Medium,Analyst_01,AST-00462,Closed,321.1,False
ALT-104966,2026-04-18 13:13:00,SIEM,Anomalous Login Pattern,Medium,Analyst_09,AST-00159,Closed,279.5,False
ALT-111487,2026-04-18 13:19:00,Cloud Access Security (CASB),Impossible Travel Login,Medium,Analyst_13,AST-00187,Closed,622.0,False
ALT-101367,2026-04-18 13:21:00,EDR,Suspicious Process Execution,High,Analyst_09,AST-00627,Closed,57.0,False
ALT-110990,2026-04-18 13:26:00,EDR,Credential Dumping Indicator,Low,Analyst_10,AST-00494,Closed,601.0,True
ALT-104485,2026-04-18 13:28:00,SIEM,Lateral Movement Indicator,Medium,Analyst_03,AST-00021,Closed,281.3,False
ALT-109476,2026-04-18 13:30:00,SIEM,Privilege Escalation Attempt,High,Analyst_08,AST-00046,Closed,99.4,False
ALT-103369,2026-04-18 13:37:00,Email Gateway,Malicious Attachment,Medium,Analyst_08,AST-00412,Closed,239.8,False
ALT-103036,2026-04-18 13:50:00,Firewall,Blocked Known-Bad IP,Medium,Analyst_13,AST-00023,Closed,149.9,False
ALT-110584,2026-04-18 13:55:00,Firewall,Blocked Outbound C2 Traffic,High,Analyst_12,AST-00059,Closed,65.7,False
ALT-103255,2026-04-18 14:02:00,Email Gateway,Phishing Attempt,Low,Analyst_02,AST-00655,Closed,476.4,True
ALT-106984,2026-04-18 14:07:00,Firewall,Blocked Outbound C2 Traffic,Medium,Analyst_10,AST-00715,Closed,123.2,True
ALT-102678,2026-04-18 14:24:00,EDR,Unsigned Binary Execution,High,Analyst_02,AST-00103,Closed,100.0,False
ALT-106694,2026-04-18 14:27:00,Email Gateway,Business Email Compromise Indicator,Medium,Analyst_07,AST-00748,Closed,1420.0,False
ALT-111591,2026-04-18 14:35:00,SIEM,Privilege Escalation Attempt,Medium,Analyst_10,AST-00263,Closed,1089.6,False
ALT-111979,2026-04-18 14:38:00,Email Gateway,Malicious Attachment,Medium,Analyst_02,AST-00662,Closed,640.2,False
ALT-106717,2026-04-18 14:55:00,IDS/IPS,Protocol Anomaly,Medium,Analyst_07,AST-00091,Closed,290.2,False
ALT-108511,2026-04-18 15:06:00,SIEM,Privilege Escalation Attempt,Critical,Analyst_07,AST-00290,Closed,347.7,False
ALT-104380,2026-04-18 15:08:00,Firewall,Port Scan Detected,Medium,Analyst_09,AST-00247,Closed,328.3,False
ALT-107454,2026-04-18 15:08:00,Email Gateway,Malicious Attachment,Low,Analyst_09,AST-00041,Closed,6598.5,False
ALT-103794,2026-04-18 15:17:00,EDR,Suspicious Process Execution,Medium,Analyst_04,AST-00347,Closed,608.7,True
ALT-102732,2026-04-18 15:25:00,Firewall,Port Scan Detected,Low,Analyst_08,AST-00321,Closed,971.3,True
ALT-111735,2026-04-18 15:31:00,Email Gateway,Business Email Compromise Indicator,Medium,Analyst_10,AST-00598,Closed,343.5,False
ALT-100616,2026-04-18 15:40:00,Cloud Access Security (CASB),Anomalous Data Download Volume,Critical,Analyst_08,AST-00252,Closed,3.5,False
ALT-106832,2026-04-18 15:44:00,SIEM,Lateral Movement Indicator,High,Analyst_09,AST-00198,Closed,40.9,False
ALT-108823,2026-04-18 15:51:00,Cloud Access Security (CASB),Anomalous Data Download Volume,High,Analyst_07,AST-00695,Closed,112.7,False
ALT-109504,2026-04-18 15:51:00,EDR,Credential Dumping Indicator,Medium,Analyst_01,AST-00545,Closed,523.8,False
ALT-111253,2026-04-18 15:53:00,Email Gateway,Spoofed Sender Domain,Medium,Analyst_12,AST-00290,Closed,341.0,False
ALT-108108,2026-04-18 15:55:00,SIEM,Anomalous Login Pattern,Low,Analyst_05,AST-00472,Closed,7163.6,False
ALT-102340,2026-04-18 15:58:00,Email Gateway,Malicious Attachment,Low,Analyst_02,AST-00685,Closed,975.6,False
ALT-105055,2026-04-18 16:00:00,Email Gateway,Business Email Compromise Indicator,Low,Analyst_09,AST-00219,Closed,462.6,False
ALT-101400,2026-04-18 16:14:00,Firewall,Blocked Known-Bad IP,Medium,Analyst_12,AST-00486,Closed,212.8,False
ALT-100506,2026-04-18 16:23:00,EDR,Ransomware Behavior Pattern,Low,Analyst_04,AST-00350,Closed,609.0,True
ALT-106031,2026-04-18 16:44:00,SIEM,Lateral Movement Indicator,Medium,Analyst_10,AST-00588,Closed,431.6,True
ALT-110460,2026-04-18 16:46:00,Email Gateway,Business Email Compromise Indicator,Low,Analyst_05,AST-00355,Closed,1620.4,True
ALT-111084,2026-04-18 16:47:00,Cloud Access Security (CASB),Anomalous Data Download Volume,Critical,Analyst_10,AST-00078,Closed,76.9,False
ALT-108389,2026-04-18 16:54:00,EDR,Unsigned Binary Execution,Low,Analyst_14,AST-00003,Closed,659.2,True
ALT-102878,2026-04-18 16:54:00,SIEM,Lateral Movement Indicator,Low,Analyst_05,AST-00127,Closed,3594.4,False
ALT-110566,2026-04-18 17:00:00,Firewall,Unusual Outbound Data Volume,High,Analyst_02,AST-00398,Closed,91.9,False
ALT-100502,2026-04-18 17:07:00,IDS/IPS,Malware Signature Match,Medium,Analyst_10,AST-00010,Closed,1163.7,False
ALT-106162,2026-04-18 17:08:00,EDR,Credential Dumping Indicator,High,Analyst_04,AST-00723,Closed,50.2,False
ALT-109725,2026-04-18 17:13:00,Email Gateway,Phishing Attempt,Medium,Analyst_09,AST-00787,Closed,335.3,True
ALT-110276,2026-04-18 17:17:00,Cloud Access Security (CASB),Impossible Travel Login,High,Analyst_08,AST-00242,Closed,150.3,False
ALT-110608,2026-04-18 17:17:00,SIEM,Privilege Escalation Attempt,Medium,Analyst_01,AST-00079,Closed,346.4,False
ALT-110606,2026-04-18 17:27:00,Firewall,Blocked Known-Bad IP,Critical,Analyst_02,AST-00115,Closed,27.6,False
ALT-108168,2026-04-18 17:28:00,Firewall,Port Scan Detected,Low,Analyst_06,AST-00529,Closed,2384.9,False
ALT-102078,2026-04-18 17:29:00,SIEM,Privilege Escalation Attempt,High,Analyst_01,AST-00258,Closed,366.0,False
ALT-100686,2026-04-18 17:30:00,Email Gateway,Malicious Attachment,Low,Analyst_04,AST-00617,Closed,1640.0,False
ALT-102544,2026-04-18 17:41:00,EDR,Unsigned Binary Execution,High,Analyst_14,AST-00559,Open,125.2,False
ALT-108081,2026-04-18 17:47:00,SIEM,Brute Force Attempt,Critical,Analyst_02,AST-00281,Closed,28.5,False
ALT-105022,2026-04-18 17:48:00,Firewall,Unusual Outbound Data Volume,Low,Analyst_11,AST-00046,Closed,1654.5,False
ALT-106933,2026-04-18 17:53:00,EDR,Ransomware Behavior Pattern,Medium,Analyst_14,AST-00171,Closed,511.4,False
ALT-101133,2026-04-18 17:56:00,EDR,Suspicious Process Execution,Medium,Analyst_08,AST-00740,Closed,1643.7,False
ALT-104121,2026-04-18 18:02:00,Cloud Access Security (CASB),Anomalous Data Download Volume,Medium,Analyst_14,AST-00050,Closed,896.2,False
ALT-106805,2026-04-18 18:03:00,Email Gateway,Malicious Attachment,Low,Analyst_12,AST-00431,Closed,5052.4,True
ALT-106940,2026-04-18 18:12:00,SIEM,Privilege Escalation Attempt,Medium,Analyst_06,AST-00164,Closed,452.1,False
ALT-108118,2026-04-18 18:13:00,SIEM,Privilege Escalation Attempt,Low,Analyst_01,AST-00540,Closed,644.2,False
ALT-111144,2026-04-18 18:13:00,EDR,Unsigned Binary Execution,Critical,Analyst_12,AST-00532,Closed,100.7,False
ALT-102637,2026-04-18 18:16:00,SIEM,Anomalous Login Pattern,Low,Analyst_03,AST-00472,Closed,198.1,False
ALT-110648,2026-04-18 18:21:00,Email Gateway,Malicious Attachment,Low,Analyst_05,AST-00769,Closed,1481.7,True
ALT-101471,2026-04-18 18:21:00,SIEM,Anomalous Login Pattern,Low,Analyst_03,AST-00259,Closed,1187.4,False
ALT-110971,2026-04-18 18:24:00,SIEM,Brute Force Attempt,High,Analyst_01,AST-00161,In Progress,181.3,False
ALT-111380,2026-04-18 18:39:00,SIEM,Privilege Escalation Attempt,Low,Analyst_10,AST-00223,Closed,3112.4,True
ALT-104731,2026-04-18 18:44:00,IDS/IPS,Malware Signature Match,Medium,Analyst_09,AST-00541,Closed,280.1,False
ALT-109146,2026-04-18 18:47:00,Cloud Access Security (CASB),Anomalous Data Download Volume,Medium,Analyst_14,AST-00447,Closed,473.1,False
ALT-104146,2026-04-18 18:53:00,EDR,Unsigned Binary Execution,Medium,Analyst_08,AST-00323,Closed,712.4,True
ALT-101091,2026-04-18 18:56:00,Firewall,Unusual Outbound Data Volume,Medium,Analyst_08,AST-00310,Closed,172.9,False
ALT-105909,2026-04-18 19:17:00,Cloud Access Security (CASB),Unsanctioned App Access,High,Analyst_08,AST-00663,Closed,144.1,False
ALT-104265,2026-04-18 19:28:00,SIEM,Brute Force Attempt,Low,Analyst_08,AST-00555,Closed,325.2,True
ALT-111353,2026-04-18 20:30:00,EDR,Suspicious Process Execution,Medium,Analyst_07,AST-00444,Closed,1442.2,True
ALT-104302,2026-04-18 22:13:00,EDR,Ransomware Behavior Pattern,High,Analyst_02,AST-00610,Closed,205.8,False
ALT-100613,2026-04-18 22:23:00,IDS/IPS,Protocol Anomaly,Low,Analyst_12,AST-00070,Closed,1066.1,False
ALT-109882,2026-04-18 22:32:00,SIEM,Privilege Escalation Attempt,Low,Analyst_12,AST-00512,Closed,2136.9,False
ALT-100215,2026-04-18 22:52:00,Firewall,Blocked Known-Bad IP,Low,Analyst_07,AST-00758,Closed,1471.6,False
ALT-102673,2026-04-18 22:59:00,Firewall,Port Scan Detected,Medium,Analyst_04,AST-00349,Closed,230.0,True
ALT-112309,2026-04-19 00:01:00,Firewall,Blocked Outbound C2 Traffic,Low,Analyst_04,AST-00197,Closed,614.9,True
