assigned_analyst,asset_id,alert_id,alert_timestamp,source_system,alert_type,severity,status,time_to_triage_minutes,false_positive,asset_criticality,business_unit,region,analyst_shift,alert_date,alert_hour,is_business_hours,sla_target_minutes,sla_breached_calc
Analyst_05,AST-00620,ALT-109002,2026-04-17 05:07:00,Cloud Access Security (CASB),Impossible Travel Login,Medium,Closed,85.3,True,Tier 3 - Standard,Asset Servicing,NA,Day,2026-04-17,5,False,480,False
Analyst_12,AST-00209,ALT-108946,2026-04-17 05:50:00,SIEM,Anomalous Login Pattern,Medium,Closed,137.5,True,Tier 3 - Standard,Technology,EMEA,Night,2026-04-17,5,False,480,False
Analyst_14,AST-00238,ALT-109767,2026-04-17 05:54:00,IDS/IPS,Malware Signature Match,Medium,Closed,841.7,False,Tier 3 - Standard,Global Markets,EMEA,Night,2026-04-17,5,False,480,True
Analyst_03,AST-00282,ALT-109130,2026-04-17 06:07:00,Firewall,Unusual Outbound Data Volume,Low,Closed,1036.3,True,Tier 3 - Standard,Technology,EMEA,Night,2026-04-17,6,False,1440,False
Analyst_04,AST-00770,ALT-109218,2026-04-17 06:16:00,Firewall,Blocked Outbound C2 Traffic,Medium,Closed,461.8,False,Tier 3 - Standard,Asset Servicing,NA,Evening,2026-04-17,6,False,480,False
Analyst_13,AST-00690,ALT-110755,2026-04-17 06:42:00,EDR,Unsigned Binary Execution,High,Closed,52.3,False,Tier 3 - Standard,Global Markets,NA,Evening,2026-04-17,6,False,120,False
Analyst_13,AST-00239,ALT-102442,2026-04-17 08:05:00,SIEM,Anomalous Login Pattern,High,Closed,199.8,False,Tier 3 - Standard,Retail Banking,APAC,Evening,2026-04-17,8,True,120,True
Analyst_08,AST-00479,ALT-107343,2026-04-17 08:06:00,Email Gateway,Business Email Compromise Indicator,Medium,Closed,241.5,False,Tier 3 - Standard,Fund Services,NA,Evening,2026-04-17,8,True,480,False
Analyst_04,AST-00350,ALT-107295,2026-04-17 08:07:00,Cloud Access Security (CASB),Anomalous Data Download Volume,Low,Closed,77.6,False,Tier 1 - Critical,Global Markets,APAC,Evening,2026-04-17,8,True,1440,False
Analyst_12,AST-00593,ALT-103198,2026-04-17 08:12:00,SIEM,Brute Force Attempt,High,Closed,409.2,False,Tier 3 - Standard,Technology,NA,Night,2026-04-17,8,True,120,True
Analyst_12,AST-00695,ALT-102498,2026-04-17 08:15:00,Email Gateway,Phishing Attempt,Medium,Closed,4784.3,False,Tier 3 - Standard,Global Markets,APAC,Night,2026-04-17,8,True,480,True
Analyst_03,AST-00487,ALT-109625,2026-04-17 08:20:00,Email Gateway,Malicious Attachment,Medium,Closed,162.8,False,Tier 3 - Standard,Fund Services,APAC,Night,2026-04-17,8,True,480,False
Analyst_09,AST-00591,ALT-110110,2026-04-17 08:20:00,EDR,Credential Dumping Indicator,Medium,Closed,271.3,False,Tier 3 - Standard,Asset Servicing,EMEA,Day,2026-04-17,8,True,480,False
Analyst_05,AST-00180,ALT-104807,2026-04-17 08:27:00,Email Gateway,Malicious Attachment,Medium,Closed,386.8,False,Tier 3 - Standard,Global Markets,NA,Day,2026-04-17,8,True,480,False
Analyst_14,AST-00448,ALT-104243,2026-04-17 08:41:00,Email Gateway,Malicious Attachment,Medium,Closed,973.3,False,Tier 2 - High,Global Markets,EMEA,Night,2026-04-17,8,True,480,True
Analyst_06,AST-00004,ALT-109473,2026-04-17 08:51:00,Firewall,Blocked Known-Bad IP,Low,Closed,427.9,False,Tier 1 - Critical,Technology,EMEA,Night,2026-04-17,8,True,1440,False
Analyst_11,AST-00631,ALT-111866,2026-04-17 08:54:00,SIEM,Lateral Movement Indicator,High,Closed,114.8,False,Tier 3 - Standard,Retail Banking,NA,Day,2026-04-17,8,True,120,False
Analyst_14,AST-00580,ALT-103692,2026-04-17 09:11:00,Email Gateway,Malicious Attachment,High,Closed,626.5,False,Tier 3 - Standard,Technology,EMEA,Night,2026-04-17,9,True,120,True
Analyst_14,AST-00132,ALT-103570,2026-04-17 09:13:00,SIEM,Privilege Escalation Attempt,Critical,Closed,48.5,False,Tier 2 - High,Corporate Functions,EMEA,Night,2026-04-17,9,True,30,True
Analyst_13,AST-00519,ALT-108793,2026-04-17 09:36:00,Cloud Access Security (CASB),Unsanctioned App Access,Medium,Closed,985.0,True,Tier 3 - Standard,Asset Servicing,EMEA,Evening,2026-04-17,9,True,480,True
Analyst_06,AST-00224,ALT-102407,2026-04-17 09:36:00,SIEM,Anomalous Login Pattern,Medium,Closed,70.0,True,Tier 3 - Standard,Asset Servicing,EMEA,Night,2026-04-17,9,True,480,False
Analyst_10,AST-00031,ALT-100364,2026-04-17 09:36:00,SIEM,Lateral Movement Indicator,High,Closed,129.8,False,Tier 3 - Standard,Technology,NA,Evening,2026-04-17,9,True,120,True
Analyst_06,AST-00772,ALT-103729,2026-04-17 09:37:00,EDR,Suspicious Process Execution,High,Closed,87.3,False,Tier 3 - Standard,Fund Services,APAC,Night,2026-04-17,9,True,120,False
Analyst_09,AST-00175,ALT-100201,2026-04-17 10:00:00,EDR,Unsigned Binary Execution,Low,Closed,282.8,False,Tier 3 - Standard,Global Markets,APAC,Day,2026-04-17,10,True,1440,False
Analyst_04,AST-00036,ALT-106328,2026-04-17 10:08:00,Firewall,Blocked Outbound C2 Traffic,High,Closed,40.5,False,Tier 2 - High,Corporate Functions,APAC,Evening,2026-04-17,10,True,120,False
Analyst_04,AST-00324,ALT-101113,2026-04-17 10:08:00,SIEM,Privilege Escalation Attempt,Medium,Closed,97.4,False,Tier 3 - Standard,Corporate Functions,EMEA,Evening,2026-04-17,10,True,480,False
Analyst_04,AST-00364,ALT-109414,2026-04-17 10:11:00,SIEM,Privilege Escalation Attempt,Medium,Closed,4509.6,False,Tier 3 - Standard,Global Markets,APAC,Evening,2026-04-17,10,True,480,True
Analyst_09,AST-00149,ALT-105603,2026-04-17 10:22:00,EDR,Credential Dumping Indicator,Low,Closed,656.7,False,Tier 2 - High,Asset Servicing,EMEA,Day,2026-04-17,10,True,1440,False
Analyst_03,AST-00461,ALT-103488,2026-04-17 10:25:00,SIEM,Anomalous Login Pattern,Medium,Closed,221.9,False,Tier 2 - High,Asset Servicing,EMEA,Night,2026-04-17,10,True,480,False
Analyst_03,AST-00691,ALT-104480,2026-04-17 10:31:00,SIEM,Lateral Movement Indicator,High,Closed,317.0,False,Tier 2 - High,Technology,EMEA,Night,2026-04-17,10,True,120,True
Analyst_13,AST-00346,ALT-101592,2026-04-17 10:31:00,Email Gateway,Phishing Attempt,Medium,Closed,285.5,False,Tier 3 - Standard,Global Markets,APAC,Evening,2026-04-17,10,True,480,False
Analyst_05,AST-00796,ALT-103106,2026-04-17 10:33:00,SIEM,Lateral Movement Indicator,Low,Closed,1365.7,True,Tier 3 - Standard,Fund Services,EMEA,Day,2026-04-17,10,True,1440,False
Analyst_06,AST-00069,ALT-101851,2026-04-17 10:37:00,Firewall,Blocked Known-Bad IP,High,Closed,331.0,False,Tier 3 - Standard,Global Markets,NA,Night,2026-04-17,10,True,120,True
Analyst_04,AST-00235,ALT-104415,2026-04-17 10:50:00,Email Gateway,Spoofed Sender Domain,High,Closed,114.9,False,Tier 3 - Standard,Technology,EMEA,Evening,2026-04-17,10,True,120,False
Analyst_14,AST-00520,ALT-104777,2026-04-17 11:01:00,SIEM,Brute Force Attempt,Medium,Closed,679.4,False,Tier 3 - Standard,Technology,NA,Night,2026-04-17,11,True,480,True
Analyst_01,AST-00323,ALT-104962,2026-04-17 11:05:00,EDR,Credential Dumping Indicator,Low,Closed,511.7,False,Tier 1 - Critical,Technology,EMEA,Evening,2026-04-17,11,True,1440,False
Analyst_02,AST-00353,ALT-102113,2026-04-17 11:06:00,SIEM,Privilege Escalation Attempt,Critical,Closed,230.0,False,Tier 3 - Standard,Corporate Functions,NA,Day,2026-04-17,11,True,30,True
Analyst_10,AST-00069,ALT-103963,2026-04-17 11:07:00,Email Gateway,Spoofed Sender Domain,High,Closed,56.8,False,Tier 3 - Standard,Global Markets,NA,Evening,2026-04-17,11,True,120,False
Analyst_07,AST-00320,ALT-105454,2026-04-17 11:10:00,SIEM,Lateral Movement Indicator,Low,Closed,893.2,False,Tier 3 - Standard,Technology,EMEA,Evening,2026-04-17,11,True,1440,False
Analyst_14,AST-00514,ALT-111182,2026-04-17 11:13:00,SIEM,Privilege Escalation Attempt,Medium,Closed,129.6,False,Tier 3 - Standard,Technology,APAC,Night,2026-04-17,11,True,480,False
Analyst_05,AST-00113,ALT-110960,2026-04-17 11:24:00,SIEM,Lateral Movement Indicator,Low,Closed,2011.4,False,Tier 2 - High,Global Markets,NA,Day,2026-04-17,11,True,1440,True
Analyst_04,AST-00213,ALT-106383,2026-04-17 11:35:00,EDR,Ransomware Behavior Pattern,Medium,Closed,639.8,False,Tier 1 - Critical,Global Markets,NA,Evening,2026-04-17,11,True,480,True
Analyst_12,AST-00784,ALT-101039,2026-04-17 11:36:00,SIEM,Lateral Movement Indicator,High,Closed,87.6,True,Tier 2 - High,Retail Banking,NA,Night,2026-04-17,11,True,120,False
Analyst_12,AST-00519,ALT-109264,2026-04-17 11:44:00,IDS/IPS,Protocol Anomaly,Medium,Closed,144.6,False,Tier 3 - Standard,Asset Servicing,EMEA,Night,2026-04-17,11,True,480,False
Analyst_03,AST-00724,ALT-109210,2026-04-17 11:44:00,Cloud Access Security (CASB),Impossible Travel Login,High,Closed,27.5,True,Tier 2 - High,Fund Services,EMEA,Night,2026-04-17,11,True,120,False
Analyst_14,AST-00582,ALT-107893,2026-04-17 11:48:00,Email Gateway,Spoofed Sender Domain,Critical,Closed,52.0,False,Tier 2 - High,Retail Banking,NA,Night,2026-04-17,11,True,30,True
Analyst_07,AST-00248,ALT-111120,2026-04-17 12:00:00,SIEM,Brute Force Attempt,Low,Open,1876.1,False,Tier 3 - Standard,Retail Banking,EMEA,Evening,2026-04-17,12,True,1440,True
Analyst_09,AST-00027,ALT-107115,2026-04-17 12:01:00,Email Gateway,Business Email Compromise Indicator,Low,Closed,1957.4,True,Tier 3 - Standard,Retail Banking,APAC,Day,2026-04-17,12,True,1440,True
Analyst_12,AST-00302,ALT-103552,2026-04-17 12:11:00,EDR,Ransomware Behavior Pattern,Medium,Closed,282.3,False,Tier 2 - High,Technology,NA,Night,2026-04-17,12,True,480,False
Analyst_07,AST-00784,ALT-107930,2026-04-17 12:15:00,IDS/IPS,Malware Signature Match,Medium,Closed,164.3,False,Tier 2 - High,Retail Banking,NA,Evening,2026-04-17,12,True,480,False
Analyst_10,AST-00288,ALT-105555,2026-04-17 12:20:00,EDR,Ransomware Behavior Pattern,High,Closed,28.3,False,Tier 2 - High,Corporate Functions,APAC,Evening,2026-04-17,12,True,120,False
Analyst_13,AST-00470,ALT-101409,2026-04-17 12:22:00,SIEM,Brute Force Attempt,Medium,Closed,146.7,True,Tier 2 - High,Technology,NA,Evening,2026-04-17,12,True,480,False
Analyst_08,AST-00246,ALT-107056,2026-04-17 12:24:00,SIEM,Lateral Movement Indicator,Low,Closed,985.1,False,Tier 3 - Standard,Technology,NA,Evening,2026-04-17,12,True,1440,False
Analyst_06,AST-00731,ALT-104590,2026-04-17 12:26:00,Cloud Access Security (CASB),Unsanctioned App Access,Low,Closed,3473.6,True,Tier 3 - Standard,Corporate Functions,APAC,Night,2026-04-17,12,True,1440,True
Analyst_05,AST-00155,ALT-104916,2026-04-17 12:40:00,SIEM,Lateral Movement Indicator,Low,Closed,771.3,True,Tier 2 - High,Retail Banking,NA,Day,2026-04-17,12,True,1440,False
Analyst_09,AST-00440,ALT-110688,2026-04-17 12:42:00,Email Gateway,Malicious Attachment,High,Closed,154.8,False,Tier 2 - High,Technology,NA,Day,2026-04-17,12,True,120,True
Analyst_03,AST-00528,ALT-102252,2026-04-17 12:53:00,SIEM,Privilege Escalation Attempt,High,Closed,206.2,False,Tier 3 - Standard,Global Markets,NA,Night,2026-04-17,12,True,120,True
Analyst_07,AST-00102,ALT-109028,2026-04-17 12:57:00,EDR,Unsigned Binary Execution,Low,Closed,895.2,False,Tier 3 - Standard,Retail Banking,EMEA,Evening,2026-04-17,12,True,1440,False
Analyst_11,AST-00605,ALT-111705,2026-04-17 13:05:00,Firewall,Blocked Outbound C2 Traffic,Low,Closed,1166.2,True,Tier 2 - High,Technology,EMEA,Day,2026-04-17,13,True,1440,False
Analyst_14,AST-00391,ALT-101887,2026-04-17 13:19:00,Email Gateway,Malicious Attachment,Low,Closed,841.6,False,Tier 3 - Standard,Fund Services,NA,Night,2026-04-17,13,True,1440,False
Analyst_03,AST-00374,ALT-101006,2026-04-17 13:20:00,SIEM,Anomalous Login Pattern,Low,Closed,2386.5,True,Tier 3 - Standard,Retail Banking,EMEA,Night,2026-04-17,13,True,1440,True
Analyst_10,AST-00617,ALT-109173,2026-04-17 13:38:00,Firewall,Port Scan Detected,Medium,Closed,285.6,False,Tier 3 - Standard,Fund Services,EMEA,Evening,2026-04-17,13,True,480,False
Analyst_12,AST-00454,ALT-104626,2026-04-17 13:39:00,SIEM,Lateral Movement Indicator,Medium,Closed,1092.3,False,Tier 3 - Standard,Retail Banking,NA,Night,2026-04-17,13,True,480,True
Analyst_12,AST-00416,ALT-100075,2026-04-17 13:49:00,Cloud Access Security (CASB),Anomalous Data Download Volume,Medium,Closed,835.7,True,Tier 3 - Standard,Fund Services,NA,Night,2026-04-17,13,True,480,True
Analyst_08,AST-00310,ALT-106154,2026-04-17 13:55:00,EDR,Unsigned Binary Execution,Medium,Closed,669.3,False,Tier 3 - Standard,Corporate Functions,EMEA,Evening,2026-04-17,13,True,480,True
Analyst_03,AST-00088,ALT-105904,2026-04-17 14:08:00,EDR,Unsigned Binary Execution,Medium,Closed,746.0,False,Tier 3 - Standard,Technology,EMEA,Night,2026-04-17,14,True,480,True
Analyst_04,AST-00669,ALT-103035,2026-04-17 14:09:00,SIEM,Lateral Movement Indicator,Medium,In Progress,4229.8,False,Tier 1 - Critical,Asset Servicing,NA,Evening,2026-04-17,14,True,480,True
Analyst_13,AST-00765,ALT-105652,2026-04-17 14:23:00,Firewall,Unusual Outbound Data Volume,Medium,Closed,433.0,True,Tier 3 - Standard,Corporate Functions,EMEA,Evening,2026-04-17,14,True,480,False
Analyst_04,AST-00524,ALT-105170,2026-04-17 14:30:00,SIEM,Anomalous Login Pattern,Medium,Closed,411.9,False,Tier 2 - High,Asset Servicing,NA,Evening,2026-04-17,14,True,480,False
Analyst_04,AST-00484,ALT-110664,2026-04-17 14:39:00,SIEM,Anomalous Login Pattern,Medium,Closed,4574.2,False,Tier 3 - Standard,Fund Services,EMEA,Evening,2026-04-17,14,True,480,True
Analyst_02,AST-00775,ALT-109445,2026-04-17 14:52:00,IDS/IPS,Exploit Attempt Signature Match,Medium,Closed,181.1,True,Tier 3 - Standard,Fund Services,APAC,Day,2026-04-17,14,True,480,False
Analyst_13,AST-00289,ALT-103573,2026-04-17 14:58:00,Cloud Access Security (CASB),Unsanctioned App Access,Low,Closed,2576.9,False,Tier 3 - Standard,Asset Servicing,NA,Evening,2026-04-17,14,True,1440,True
Analyst_08,AST-00705,ALT-105518,2026-04-17 14:59:00,SIEM,Brute Force Attempt,Medium,Closed,220.2,True,Tier 3 - Standard,Asset Servicing,EMEA,Evening,2026-04-17,14,True,480,False
Analyst_02,AST-00713,ALT-100476,2026-04-17 15:04:00,EDR,Suspicious Process Execution,Low,Closed,839.9,False,Tier 2 - High,Global Markets,NA,Day,2026-04-17,15,True,1440,False
Analyst_14,AST-00538,ALT-111129,2026-04-17 15:09:00,Email Gateway,Phishing Attempt,Low,Closed,323.1,True,Tier 2 - High,Technology,NA,Night,2026-04-17,15,True,1440,False
Analyst_03,AST-00101,ALT-110300,2026-04-17 15:13:00,Email Gateway,Business Email Compromise Indicator,Medium,Closed,456.3,False,Tier 2 - High,Global Markets,NA,Night,2026-04-17,15,True,480,False
Analyst_09,AST-00568,ALT-105256,2026-04-17 15:24:00,Firewall,Unusual Outbound Data Volume,Medium,Closed,1279.8,False,Tier 3 - Standard,Fund Services,EMEA,Day,2026-04-17,15,True,480,True
Analyst_13,AST-00082,ALT-108862,2026-04-17 15:38:00,Email Gateway,Spoofed Sender Domain,Low,Closed,510.7,False,Tier 3 - Standard,Asset Servicing,NA,Evening,2026-04-17,15,True,1440,False
Analyst_06,AST-00792,ALT-104654,2026-04-17 15:38:00,SIEM,Lateral Movement Indicator,Low,Closed,1322.8,False,Tier 2 - High,Global Markets,APAC,Night,2026-04-17,15,True,1440,False
Analyst_13,AST-00603,ALT-111788,2026-04-17 15:39:00,Cloud Access Security (CASB),Unsanctioned App Access,Low,Closed,755.7,False,Tier 3 - Standard,Corporate Functions,EMEA,Evening,2026-04-17,15,True,1440,False
Analyst_02,AST-00357,ALT-104645,2026-04-17 15:40:00,SIEM,Brute Force Attempt,Low,In Progress,1281.5,False,Tier 3 - Standard,Corporate Functions,NA,Day,2026-04-17,15,True,1440,False
Analyst_07,AST-00583,ALT-110783,2026-04-17 15:44:00,SIEM,Privilege Escalation Attempt,Medium,Closed,624.2,False,Tier 3 - Standard,Fund Services,EMEA,Evening,2026-04-17,15,True,480,True
Analyst_05,AST-00437,ALT-109844,2026-04-17 15:44:00,SIEM,Lateral Movement Indicator,Low,Open,132.1,True,Tier 1 - Critical,Corporate Functions,NA,Day,2026-04-17,15,True,1440,False
Analyst_01,AST-00687,ALT-101716,2026-04-17 15:44:00,SIEM,Privilege Escalation Attempt,Low,Closed,1010.9,False,Tier 2 - High,Asset Servicing,EMEA,Evening,2026-04-17,15,True,1440,False
Analyst_01,AST-00602,ALT-101382,2026-04-17 15:47:00,Firewall,Blocked Outbound C2 Traffic,Medium,Closed,447.2,True,Tier 3 - Standard,Technology,EMEA,Evening,2026-04-17,15,True,480,False
Analyst_05,AST-00435,ALT-108768,2026-04-17 15:48:00,EDR,Unsigned Binary Execution,High,Closed,99.0,True,Tier 1 - Critical,Retail Banking,APAC,Day,2026-04-17,15,True,120,False
Analyst_04,AST-00594,ALT-102864,2026-04-17 15:51:00,SIEM,Anomalous Login Pattern,Low,Closed,6105.2,False,Tier 2 - High,Retail Banking,NA,Evening,2026-04-17,15,True,1440,True
Analyst_08,AST-00405,ALT-100498,2026-04-17 15:54:00,SIEM,Lateral Movement Indicator,Low,In Progress,2010.8,True,Tier 2 - High,Retail Banking,APAC,Evening,2026-04-17,15,True,1440,True
Analyst_06,AST-00472,ALT-111982,2026-04-17 15:54:00,SIEM,Privilege Escalation Attempt,Medium,Closed,545.3,True,Tier 3 - Standard,Asset Servicing,NA,Night,2026-04-17,15,True,480,True
Analyst_08,AST-00440,ALT-103581,2026-04-17 15:56:00,Email Gateway,Spoofed Sender Domain,Critical,Closed,11.8,False,Tier 2 - High,Technology,NA,Evening,2026-04-17,15,True,30,False
Analyst_04,AST-00374,ALT-101717,2026-04-17 15:59:00,Email Gateway,Spoofed Sender Domain,Medium,Closed,145.1,False,Tier 3 - Standard,Retail Banking,EMEA,Evening,2026-04-17,15,True,480,False
Analyst_10,AST-00449,ALT-110947,2026-04-17 16:02:00,SIEM,Lateral Movement Indicator,High,Closed,91.4,False,Tier 3 - Standard,Global Markets,EMEA,Evening,2026-04-17,16,True,120,False
Analyst_11,AST-00335,ALT-106434,2026-04-17 16:07:00,Email Gateway,Phishing Attempt,Medium,Closed,2870.1,True,Tier 3 - Standard,Retail Banking,NA,Day,2026-04-17,16,True,480,True
Analyst_06,AST-00183,ALT-106834,2026-04-17 16:12:00,EDR,Unsigned Binary Execution,Critical,Closed,27.5,False,Tier 3 - Standard,Asset Servicing,EMEA,Night,2026-04-17,16,True,30,False
Analyst_02,AST-00239,ALT-100088,2026-04-17 16:13:00,Firewall,Blocked Outbound C2 Traffic,Medium,Closed,1042.8,False,Tier 3 - Standard,Retail Banking,APAC,Day,2026-04-17,16,True,480,True
Analyst_08,AST-00224,ALT-109221,2026-04-17 16:16:00,EDR,Unsigned Binary Execution,High,Closed,14.7,False,Tier 3 - Standard,Asset Servicing,EMEA,Evening,2026-04-17,16,True,120,False
Analyst_06,AST-00704,ALT-102889,2026-04-17 16:17:00,SIEM,Brute Force Attempt,High,Closed,102.0,False,Tier 2 - High,Technology,EMEA,Night,2026-04-17,16,True,120,False
Analyst_04,AST-00011,ALT-106886,2026-04-17 16:18:00,Firewall,Blocked Outbound C2 Traffic,Low,Closed,3472.5,True,Tier 3 - Standard,Asset Servicing,NA,Evening,2026-04-17,16,True,1440,True
Analyst_10,AST-00243,ALT-111011,2026-04-17 16:18:00,Email Gateway,Phishing Attempt,Low,Closed,18447.5,False,Tier 3 - Standard,Retail Banking,NA,Evening,2026-04-17,16,True,1440,True
Analyst_14,AST-00057,ALT-100017,2026-04-17 16:19:00,Firewall,Unusual Outbound Data Volume,Medium,Closed,646.4,False,Tier 2 - High,Global Markets,APAC,Night,2026-04-17,16,True,480,True
Analyst_02,AST-00144,ALT-107490,2026-04-17 16:38:00,SIEM,Privilege Escalation Attempt,High,Closed,119.5,True,Tier 3 - Standard,Global Markets,EMEA,Day,2026-04-17,16,True,120,False
Analyst_11,AST-00258,ALT-111158,2026-04-17 16:44:00,EDR,Suspicious Process Execution,Low,Closed,1364.1,False,Tier 2 - High,Asset Servicing,NA,Day,2026-04-17,16,True,1440,False
Analyst_02,AST-00648,ALT-103460,2026-04-17 16:52:00,EDR,Suspicious Process Execution,Medium,Closed,294.2,False,Tier 3 - Standard,Global Markets,APAC,Day,2026-04-17,16,True,480,False
Analyst_01,AST-00451,ALT-111919,2026-04-17 17:21:00,EDR,Suspicious Process Execution,Low,Closed,2173.8,False,Tier 3 - Standard,Asset Servicing,APAC,Evening,2026-04-17,17,True,1440,True
Analyst_07,AST-00685,ALT-110054,2026-04-17 17:24:00,EDR,Ransomware Behavior Pattern,Low,Closed,11937.4,True,Tier 3 - Standard,Corporate Functions,NA,Evening,2026-04-17,17,True,1440,True
Analyst_13,AST-00185,ALT-102613,2026-04-17 17:36:00,Email Gateway,Spoofed Sender Domain,Low,Closed,571.9,False,Tier 2 - High,Fund Services,EMEA,Evening,2026-04-17,17,True,1440,False
Analyst_14,AST-00266,ALT-104305,2026-04-17 17:55:00,EDR,Unsigned Binary Execution,Medium,Closed,616.7,False,Tier 3 - Standard,Fund Services,EMEA,Night,2026-04-17,17,True,480,True
Analyst_04,AST-00421,ALT-104973,2026-04-17 18:01:00,EDR,Unsigned Binary Execution,Low,Closed,713.1,False,Tier 1 - Critical,Fund Services,APAC,Evening,2026-04-17,18,True,1440,False
Analyst_06,AST-00112,ALT-108344,2026-04-17 18:04:00,SIEM,Brute Force Attempt,Low,Closed,16411.9,True,Tier 3 - Standard,Asset Servicing,APAC,Night,2026-04-17,18,True,1440,True
Analyst_12,AST-00465,ALT-100902,2026-04-17 18:10:00,SIEM,Brute Force Attempt,Medium,Closed,229.1,False,Tier 3 - Standard,Fund Services,APAC,Night,2026-04-17,18,True,480,False
Analyst_10,AST-00197,ALT-105044,2026-04-17 18:12:00,EDR,Unsigned Binary Execution,Medium,Closed,793.2,True,Tier 3 - Standard,Fund Services,APAC,Evening,2026-04-17,18,True,480,True
Analyst_11,AST-00634,ALT-106164,2026-04-17 18:42:00,Firewall,Unusual Outbound Data Volume,Medium,Closed,2080.1,True,Tier 3 - Standard,Technology,EMEA,Day,2026-04-17,18,True,480,True
Analyst_08,AST-00304,ALT-105906,2026-04-17 18:59:00,EDR,Suspicious Process Execution,High,Closed,67.3,False,Tier 3 - Standard,Global Markets,APAC,Evening,2026-04-17,18,True,120,False
Analyst_06,AST-00321,ALT-104871,2026-04-17 19:45:00,Firewall,Blocked Known-Bad IP,Low,Closed,3890.6,False,Tier 2 - High,Retail Banking,NA,Night,2026-04-17,19,False,1440,True
